	1	2	3	4	integrase	excisionase	recombinase	transposase	lysogen	temperate	parA|ParA|parB|ParB	search_hits	feature_importance
99	TIGR04402	mob_CxxC_CxxC	mobilome CxxCx(11)CxxC protein. Members of this family share twin CxxC motifs near the C-terminus, suggesting a DNA- or RNA-binding activity. The spacing between CxxC motifs is variable, from 11 to 16 amino acids. Members in general occur on plasmids or near other markers of lateral gene transfer (transposases, integrases, endonucleases, etc).	186	1	0	0	1	0	0	0	2	0.00017601121927917395
287	pfam12167	Arm-DNA-bind_2	Arm DNA-binding domain. This domain is found at the N-terminus of various phage integrases. The domain binds to DNA.	64	1	0	0	0	0	0	0	1	0.00017252860514941948
166	cd16395	Srx	Sulfiredoxin reactivates peroxiredoxins after oxidative inactivation. Sulfiredoxin reduces and thereby re-activates 2-cys peroxiredoxins. Peroxiredoxins act as molecular switches, inactivating in response to hyperoxidation from hydrogen peroxide and other free radicals. Sulfiredoxin reactivates Prx-SO(2)(-) via ATP-Mg(2+)-dependent reduction. Arabidopsis sulfiredoxin has been described as a dual function enzyme, having nuclease activity in addition to the sulfiredoxin activity. This protein is similar to ParB N-terminal-like domain of bacterial and plasmid parABS partitioning systems.	90	0	0	0	0	0	0	1	1	0.00017054127944332738
223	pfam02920	Integrase_DNA	DNA binding domain of tn916 integrase. 	58	1	0	0	0	0	0	0	1	0.00016650718523832534
93	TIGR03742	PRTRC_F	PRTRC system protein F. A novel genetic system characterized by seven (usually) major proteins, including a ParB homolog and a ThiF homolog, is commonly found on plasmids or in bacterial chromosomal regions near phage, plasmid, or transposon markers. It is most common among the beta Proteobacteria. We designate the system PRTRC, or ParB-Related,ThiF-Related Cassette. This protein family is designated protein F. It is the most divergent of the families.	342	0	0	0	0	0	0	1	1	0.00015737614072214648
161	cd16389	FIN	fertility inhibition factors, including OSA and FiwA, related to the ParB/Srx superfamily. Osa and FiwA are fertility inhibition factors (FIN), which are employed by plasmids to block import of rival plasmids. Osa (oncogenic suppressive activity) of IncW group plasmid pSa gene inhibits the oncogenic properties of Agrobacterium tumefaciens. Osa is structurally similar to the ParB N-terminal domain/Srx superfamily of proteins: ParB acts in the bacterial and plasmid parABS partitioning systems. Osa has been shown to have ATPase and DNAse activities, an can block T-DNA transfer into plants. FiwA is encoded by plasmid RP1 and blocks the transfer of plasmid R388. The gene product of Haemophilus influenzae p1056.10c also blocks T-DNA transfer.	124	0	0	0	0	0	0	1	1	0.00015693346829142733
272	pfam09956	DUF2190	Uncharacterized conserved protein (DUF2190). This domain, found in various hypothetical prokaryotic proteins, as well as in some putative RecA/RadA recombinases, has no known function.	103	0	0	1	0	0	0	0	1	0.00014456540632634365
2	COG0675	InsQ	Transposase [Mobilome: prophages, transposons]. 	364	0	0	0	1	0	0	0	1	0.00014318511821313914
182	cd16412	dndB	DNA sulfur modification protein DndB. dndB acts in the regulation of DNA modifications, including DNA phosphorothioation. DndB may act by binding near the phosphorothioate modification site and regulating access of the Dnd modification machinery to DNA. These proteins show similarity to the N-terminal domain of ParB, a DNA-binding component of the prokaryotic parABS partitioning system, and other members of the ParB/Srx superfamily.	333	0	0	0	0	0	0	1	1	0.0001417093558002012
65	PRK13698	PRK13698	ParB/RepB/Spo0J family plasmid partition protein. 	323	0	0	0	0	0	0	1	1	0.00013892048285840886
125	cd01190	INT_StrepXerD_C_like	Putative XerD in Streptococcus pneumonia and similar proteins, C-terminal catalytic domain. This family includes a putative XerD recombinase in Streptococcus pneumonia and similar tyrosine recombinases. However, the members of this family contain unusual active site motifs from the XerD from Escherichia coli. E. coli XerD and homologous enzymes show four conserved amino acids R-H-R-H that are spaced along the C-terminal domain. The putative S. pneumoniae XerD contains three unique replacements at the conserved positions resulting in L-Q-R-L. Severe growth defects in a loss-of-function xerD mutant demonstrate an important in vivo function of the S. pneumoniae XerD protein. This family belongs to the superfamily of DNA breaking-rejoining enzymes, which share the same fold in their catalytic domain and the overall reaction mechanism. The catalytic domain contains six conserved active site residues. Their overall reaction mechanism involves cleavage of a single strand of a DNA duplex by nucleophilic attack of a conserved tyrosine to give a 3' phosphotyrosyl protein-DNA adduct. In the second rejoining step, a terminal 5' hydroxyl attacks the covalent adduct to release the enzyme and generate duplex DNA.	150	0	0	1	0	0	0	0	1	0.00012950901908865292
310	pfam13358	DDE_3	DDE superfamily endonuclease. This family of proteins are related to pfam00665 and are probably endonucleases of the DDE superfamily. Transposase proteins are necessary for efficient DNA transposition. This domain is a member of the DDE superfamily, which contain three carboxylate residues that are believed to be responsible for coordinating metal ions needed for catalysis. The catalytic activity of this enzyme involves DNA cleavage at a specific site followed by a strand transfer reaction.	145	0	0	0	1	0	0	0	1	0.00010557274920977981
84	TIGR02681	phage_pRha	phage regulatory protein, rha family. Members of this protein family are found in temperate phage and bacterial prophage regions. Members include the product of the rha gene of the lambdoid phage phi-80, a late operon gene. The presence of this gene interferes with infection of bacterial strains that lack integration host factor (IHF), which regulates the rha gene. It is suggested that pRha is a phage regulatory protein. [Mobile and extrachromosomal element functions, Prophage functions]	108	0	0	0	0	0	1	0	1	0.00010244116946575906
191	cd18971	CD_POL_like	chromodomain of a Magnaporthe grisea putative retrotransposon polyprotein, and similar proteins. This subgroup includes the CHROMO (CHRromatin Organization Modifier) domain found in a Magnaporthe grisea putative retrotransposon polyprotein which includes domains in the following order: an aspartyl protease, a reverse transcriptase, RNase H, and an integrase, here the chromodomain is found at the C-terminus of the integrase domain. The chromodomain, is a conserved region of about 50 amino acids, found in a variety of chromosomal proteins, and implicated in the binding, of the proteins in which it is found, to methylated histone tails and maybe RNA. A chromodomain may occur as a single instance, in a tandem arrangement, or followed by a related chromo shadow domain.	50	1	0	0	0	0	0	0	1	9.501223156390879e-05
54	PRK06526	PRK06526	transposase; Provisional	254	0	0	0	1	0	0	0	1	8.992853801738329e-05
302	pfam13009	Phage_Integr_2	Putative phage integrase. This family is found in association with IS elements.	323	1	0	0	0	0	0	0	1	8.426302199179334e-05
5	COG1662	InsB	Transposase and inactivated derivatives, IS1 family [Mobilome: prophages, transposons]. 	121	0	0	0	1	0	0	0	1	8.291673648889257e-05
307	pfam13333	rve_2	Integrase core domain. 	52	1	0	0	0	0	0	0	1	7.564973263058861e-05
142	cd03714	RT_DIRS1	RT_DIRS1: Reverse transcriptases (RTs) occurring in the DIRS1 group of retransposons. Members of the subfamily include the Dictyostelium DIRS-1, Volvox carteri kangaroo, and Panagrellus redivivus PAT elements. These elements differ from LTR and conventional non-LTR retrotransposons. They contain split direct repeat (SDR) termini, and have been proposed to integrate via double-stranded closed-circle DNA intermediates assisted by an encoded recombinase which is similar to gamma-site-specific integrase.	119	1	0	1	0	0	0	0	2	7.442820081163112e-05
284	pfam11646	DUF3258	Protein of unknown function DUF3258. This viral family are possible phage integrase proteins however this cannot be confirmed.	99	1	0	0	0	0	0	0	1	7.186655062681334e-05
342	pfam17241	DUF5314	Family of unknown function (DUF5314). This is a family of unknown function usually preceded by the GAG-pre-integrase domain pfam13976.	194	1	0	0	0	0	0	0	1	6.663490144796529e-05
248	pfam06316	Ail_Lom	Enterobacterial Ail/Lom protein. This family consists of several bacterial and phage Ail/Lom-like proteins. The Yersinia enterocolitica Ail protein is a known virulence factor. Proteins in this family are predicted to consist of eight transmembrane beta-sheets and four cell surface-exposed loops. It is thought that Ail directly promotes invasion and loop 2 contains an active site, perhaps a receptor-binding domain. The phage protein Lom is expressed during lysogeny, and encode host-cell envelope proteins. Lom is found in the bacterial outer membrane, and is homologous to virulence proteins of two other enterobacterial genera. It has been suggested that lysogeny may generally have a role in bacterial survival in animal hosts, and perhaps in pathogenesis.	199	0	0	0	0	1	0	0	1	6.416682998899559e-05
175	cd16405	RepB_like_N	plasmid segregation replication protein B like protein, N-terminal domain. RepB, found on plasmids and secondary chromosomes, works along with repA in directing plasmid segregation, and has been shown in Rhizobium etli to require the parS centromere-like sequence for full transcriptional repression of the repABC operon, inducing plasmid incompatibility. RepA is a Walker-type ATPase that complexes with RepB to form DNA-protein complexes in the presence of ATP/ADP. RepC is an initiator protein for the plasmid. repA and repB are homologous to the parA and ParB genes of the parABS partitioning system found on primary chromosomes.	91	0	0	0	0	0	0	1	1	6.1793211466168e-05
37	COG5471	COG5471	Predicted phage recombinase, RecA/RadA family [Mobilome: prophages, transposons]. 	107	0	0	1	0	0	0	0	1	5.709693666485631e-05
184	cd16414	dndB_like	DNA-sulfur modification-associated domain. Family of proteins related to dndB. dndB acts in the regulation of DNA modifications, including DNA phosphorothioation. Both have a conserved DGQHR sequence motif. These proteins show similarity to the N-terminal domain of ParB, a DNA-binding component of the prokaryotic parABS partitioning system, and other members of the ParB/Srx superfamily	238	0	0	0	0	0	0	1	1	4.753100001172513e-05
318	pfam13610	DDE_Tnp_IS240	DDE domain. This DDE domain is found in a wide variety of transposases including those found in IS240, IS26, IS6100 and IS26.	139	0	0	0	1	0	0	0	1	3.964523466055762e-05
262	pfam08857	ParBc_2	Putative ParB-like nuclease. This domain is probably distantly related to pfam02195. Suggesting these uncharacterized proteins have a nuclease function.	159	0	0	0	0	0	0	1	1	3.077476151595007e-05
51	PRK02436	xerD	site-specific tyrosine recombinase XerD. 	245	0	0	1	0	0	0	0	1	2.6391765611689564e-05
220	pfam02661	Fic	Fic/DOC family. This family consists of the Fic (filamentation induced by cAMP) protein and doc (death on curing). The Fic protein is involved in cell division and is suggested to be involved in the synthesis of PAB or folate, indicating that the Fic protein and cAMP are involved in a regulatory mechanism of cell division via folate metabolism. This family contains a central conserved motif HPFXXGNG in most members. The exact molecular function of these proteins is uncertain. P1 lysogens of Escherichia coli carry the prophage as a stable low copy number plasmid. The frequency with which viable cells cured of prophage are produced is about 10(-5) per cell per generation. A significant part of this remarkable stability can be attributed to a plasmid-encoded mechanism that causes death of cells that have lost P1. In other words, the lysogenic cells appear to be addicted to the presence of the prophage. The plasmid withdrawal response depends on a gene named doc (death on curing) that is represented by this family. Doc induces a reversible growth arrest of E. coli cells by targetting the protein synthesis machinery. Doc hosts the C-terminal domain of its antitoxin partner Phd (prevents host death) through fold complementation, a domain that is intrinsically disordered in solution but that folds into an alpha-helix on binding to Doc.This domain forms complexes with Phd antitoxins containing pfam02604.	95	0	0	0	0	1	0	0	1	1.7852554511714687e-05
